input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
RRM3	OTHER	1	RRM3	S. cerevisiae	rDNA Recombination Mutation	2172	YHR031C	S000001073	ORF
VID22	OTHER	1	VID22	S. cerevisiae	Vacuolar Import and Degradation	2706	YLR373C	S000004365	ORF
SIS2	OTHER	1	SIS2	S. cerevisiae	SIt4 Suppressor	1689	YKR072C	S000001780	ORF
SWC4	OTHER	1	SWC4	S. cerevisiae	SWr Complex	1431	YGR002C	S000003234	ORF
MID1	OTHER	1	MID1	S. cerevisiae	Mating pheromone-Induced Death	1647	YNL291C	S000005235	ORF
YAR029W	OTHER	1		S. cerevisiae		225	YAR029W	S000000077	ORF
PHO13	OTHER	1	PHO13	S. cerevisiae	PHOsphate metabolism	939	YDL236W	S000002395	ORF
PMA1	OTHER	1	PMA1	S. cerevisiae	Plasma Membrane ATPase	2757	YGL008C	S000002976	ORF
MTC6	OTHER	1	MTC6	S. cerevisiae	Maintenance of Telomere Capping	1581	YHR151C	S000001194	ORF
OPT1	OTHER	1	OPT1	S. cerevisiae	OligoPeptide Transporter	2400	YJL212C	S000003748	ORF
ACM1	OTHER	1	ACM1	S. cerevisiae	APC/C[Cdh1] Modulator	630	YPL267W	S000006188	ORF
AVT4	OTHER	1	AVT4	S. cerevisiae	Amino acid Vacuolar Transport	2142	YNL101W	S000005045	ORF
SSK22	OTHER	1	SSK22	S. cerevisiae	Suppressor of Sensor Kinase	3996	YCR073C	S000000669	ORF
ARP6	OTHER	1	ARP6	S. cerevisiae	Actin-Related Protein	1317	YLR085C	S000004075	ORF
PKC1	OTHER	1	PKC1	S. cerevisiae	Protein Kinase C	3456	YBL105C	S000000201	ORF
END3	OTHER	1	END3	S. cerevisiae	ENDocytosis defective	1050	YNL084C	S000005028	ORF
SUB2	OTHER	1	SUB2	S. cerevisiae	SUppressor of Brr1-1	1341	YDL084W	S000002242	ORF
GRX6	OTHER	1	GRX6	S. cerevisiae	GlutaRedoXin	696	YDL010W	S000002168	ORF
DAD3	OTHER	1	DAD3	S. cerevisiae	Duo1 And Dam1 interacting	285	YBR233W-A	S000007595	ORF
DAL81	OTHER	1	DAL81	S. cerevisiae	Degradation of Allantoin	2913	YIR023W	S000001462	ORF
ERG4	OTHER	1	ERG4	S. cerevisiae	ERGosterol biosynthesis	1422	YGL012W	S000002980	ORF
CPS1	OTHER	1	CPS1	S. cerevisiae	CarboxyPeptidase yscS	1731	YJL172W	S000003708	ORF
FUN26	OTHER	1	FUN26	S. cerevisiae	Function Unknown Now	1554	YAL022C	S000000020	ORF
DNF1	OTHER	1	DNF1	S. cerevisiae	Drs2 Neo1 Family	4716	YER166W	S000000968	ORF
STR3	OTHER	1	STR3	S. cerevisiae	Sulfur TRansfer	1398	YGL184C	S000003152	ORF
KCC4	OTHER	1	KCC4	S. cerevisiae		3114	YCL024W	S000000529	ORF
ILM1	OTHER	1	ILM1	S. cerevisiae	Increased Loss of Mitochondrial DNA	612	YJR118C	S000003879	ORF
TIM18	OTHER	1	TIM18	S. cerevisiae	Translocase of the Inner Mitochondrial membrane	579	YOR297C	S000005823	ORF
QRI1	OTHER	1	QRI1	S. cerevisiae		1434	YDL103C	S000002261	ORF
RDS2	OTHER	1	RDS2	S. cerevisiae	Regulator of Drug Sensitivity	1341	YPL133C	S000006054	ORF
YBP2	OTHER	1	YBP2	S. cerevisiae	Yap1-Binding Protein	1926	YGL060W	S000003028	ORF
MKK2	OTHER	1	MKK2	S. cerevisiae	Mitogen-activated Kinase Kinase	1521	YPL140C	S000006061	ORF
SSQ1	OTHER	1	SSQ1	S. cerevisiae	Stress-Seventy subfamily Q	1974	YLR369W	S000004361	ORF
SED1	OTHER	1	SED1	S. cerevisiae	Suppression of Exponential Defect	1017	YDR077W	S000002484	ORF
DUG2	OTHER	1	DUG2	S. cerevisiae	Deficient in Utilization of Glutathione	2637	YBR281C	S000000485	ORF
TDH2	OTHER	1	TDH2	S. cerevisiae	Triose-phosphate DeHydrogenase	999	YJR009C	S000003769	ORF
SRL1	OTHER	1	SRL1	S. cerevisiae	Suppressor of Rad53 null Lethality	633	YOR247W	S000005773	ORF
YHL026C	OTHER	1		S. cerevisiae		948	YHL026C	S000001018	ORF
GRX4	OTHER	1	GRX4	S. cerevisiae	GlutaRedoXin	735	YER174C	S000000976	ORF
TGL1	OTHER	1	TGL1	S. cerevisiae	TriGlyceride Lipase	1647	YKL140W	S000001623	ORF
YPD1	OTHER	1	YPD1	S. cerevisiae	tYrosine Phosphatase Dependent	504	YDL235C	S000002394	ORF
CRH1	OTHER	1	CRH1	S. cerevisiae	Congo Red Hypersensitive	1524	YGR189C	S000003421	ORF
NRM1	OTHER	1	NRM1	S. cerevisiae	Negative Regulator of MBF targets	750	YNR009W	S000005292	ORF
EUG1	OTHER	1	EUG1	S. cerevisiae	ER protein Unnecessary for Growth	1554	YDR518W	S000002926	ORF
TSC10	OTHER	1	TSC10	S. cerevisiae	Temperature-sensitive Suppressors of Csg2 mutants	963	YBR265W	S000000469	ORF
TOP3	OTHER	1	TOP3	S. cerevisiae	TOPoisomerase	1971	YLR234W	S000004224	ORF
NUP133	OTHER	1	NUP133	S. cerevisiae	NUclear Pore	3474	YKR082W	S000001790	ORF
COG8	OTHER	1	COG8	S. cerevisiae	Conserved Oligomeric Golgi complex	1824	YML071C	S000004536	ORF
MFA2	OTHER	1	MFA2	S. cerevisiae	Mating Factor A	117	YNL145W	S000005089	ORF
PSR1	OTHER	1	PSR1	S. cerevisiae	Plasma membrane Sodium Response	1284	YLL010C	S000003933	ORF
SPT16	OTHER	1	SPT16	S. cerevisiae	SuPpressor of Ty	3108	YGL207W	S000003175	ORF
RKM4	OTHER	1	RKM4	S. cerevisiae	Ribosomal lysine (K) Methyltransferase	1485	YDR257C	S000002665	ORF
DDI1	OTHER	1	DDI1	S. cerevisiae	DNA Damage Inducible	1287	YER143W	S000000945	ORF
VRG4	OTHER	1	VRG4	S. cerevisiae	Vandate Resistance Glycosylation	1014	YGL225W	S000003193	ORF
YDL211C	OTHER	1		S. cerevisiae		1119	YDL211C	S000002370	ORF
BRE1	OTHER	1	BRE1	S. cerevisiae	BREfeldin A sensitivity	2103	YDL074C	S000002232	ORF
PCL1	OTHER	1	PCL1	S. cerevisiae	Pho85 CycLin	840	YNL289W	S000005233	ORF
FYV10	OTHER	1	FYV10	S. cerevisiae	Function required for Yeast Viability	1551	YIL097W	S000001359	ORF
GRS1	OTHER	1	GRS1	S. cerevisiae	Glycyl-tRNA Synthase	2004	YBR121C	S000000325	ORF
YMR075C-A	OTHER	1		S. cerevisiae		366	YMR075C-A	S000004679	ORF
TOS3	OTHER	1	TOS3	S. cerevisiae	Target Of Sbf	1683	YGL179C	S000003147	ORF
SLD2	OTHER	1	SLD2	S. cerevisiae	Synthetically Lethal with Dpb11-1	1362	YKL108W	S000001591	ORF
TAL1	OTHER	1	TAL1	S. cerevisiae	TransALdolase	1008	YLR354C	S000004346	ORF
YPL216W	OTHER	1		S. cerevisiae		3309	YPL216W	S000006137	ORF
YML053C	OTHER	1		S. cerevisiae		639	YML053C	S000004517	ORF
NUM1	OTHER	1	NUM1	S. cerevisiae	NUclear Migration	8247	YDR150W	S000002557	ORF
RSC58	OTHER	1	RSC58	S. cerevisiae	Remodel the Structure of Chromatin	1509	YLR033W	S000004023	ORF
ELG1	OTHER	1	ELG1	S. cerevisiae	Enhanced Level of Genomic instability	2376	YOR144C	S000005670	ORF
MNN2	OTHER	1	MNN2	S. cerevisiae	MaNNosyltransferase	1794	YBR015C	S000000219	ORF
UBC7	OTHER	1	UBC7	S. cerevisiae	UBiquitin-Conjugating enzyme	498	YMR022W	S000004624	ORF
YBR184W	OTHER	1		S. cerevisiae		1572	YBR184W	S000000388	ORF
OTU1	OTHER	1	OTU1	S. cerevisiae	Ovarian TUmor	906	YFL044C	S000001850	ORF
GRH1	OTHER	1	GRH1	S. cerevisiae	GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog	1119	YDR517W	S000002925	ORF
SIP3	OTHER	1	SIP3	S. cerevisiae	SNF1-Interacting Protein	3690	YNL257C	S000005201	ORF
SGN1	OTHER	1	SGN1	S. cerevisiae	Slower Growth on Non-fermentable carbon sources	753	YIR001C	S000001440	ORF
STU2	OTHER	1	STU2	S. cerevisiae	Suppressor of TUbulin	2667	YLR045C	S000004035	ORF
ENT3	OTHER	1	ENT3	S. cerevisiae	Epsin N-Terminal homology	1227	YJR125C	S000003886	ORF
BUD8	OTHER	1	BUD8	S. cerevisiae	BUD site selection	1812	YLR353W	S000004345	ORF
NAM8	OTHER	1	NAM8	S. cerevisiae	Nuclear Accommodation of Mitochondria	1572	YHR086W	S000001128	ORF
YNL024C	OTHER	1	EFM6	S. cerevisiae	Elongation Factor Methyltransferase	741	YNL024C	S000004969	ORF
BDF2	OTHER	1	BDF2	S. cerevisiae	BromoDomain Factor	1917	YDL070W	S000002228	ORF
PRY2	OTHER	1	PRY2	S. cerevisiae	Pathogen Related in Yeast	990	YKR013W	S000001721	ORF
MDH3	OTHER	1	MDH3	S. cerevisiae	Malate DeHydrogenase	1032	YDL078C	S000002236	ORF
CDC14	OTHER	1	CDC14	S. cerevisiae	Cell Division Cycle	1656	YFR028C	S000001924	ORF
YJR003C	OTHER	1	MRX12	S. cerevisiae	Mitochondrial oRganization of gene eXpression (MIOREX)	1560	YJR003C	S000003763	ORF
IMA5	OTHER	1	IMA5	S. cerevisiae	IsoMAltase	1746	YJL216C	S000003752	ORF
YMR099C	OTHER	1		S. cerevisiae		894	YMR099C	S000004705	ORF
OST5	OTHER	1	OST5	S. cerevisiae	OligoSaccharylTransferase	410	YGL226C-A	S000003194	ORF
BUD3	OTHER	1	BUD3	S. cerevisiae	BUD site selection	4911	YCL014W	S000000520	ORF
SPH1	OTHER	1	SPH1	S. cerevisiae	SPa2 Homolog	1593	YLR313C	S000004305	ORF
FZO1	OTHER	1	FZO1	S. cerevisiae	FuZzy Onions homolog	2568	YBR179C	S000000383	ORF
SFG1	OTHER	1	SFG1	S. cerevisiae	SuperFicial pseudohyphal Growth	1041	YOR315W	S000005842	ORF
YMR144W	OTHER	1	FDO1	S. cerevisiae	Forkhead one interacting protein involved in DOnor preference	1029	YMR144W	S000004752	ORF
TUB3	OTHER	1	TUB3	S. cerevisiae	TUBulin	1636	YML124C	S000004593	ORF
CDS1	OTHER	1	CDS1	S. cerevisiae	CDP-Diacylglycerol Synthase	1374	YBR029C	S000000233	ORF
YMC2	OTHER	1	YMC2	S. cerevisiae	Yeast Mitochondrial Carrier	990	YBR104W	S000000308	ORF
PMT4	OTHER	1	PMT4	S. cerevisiae	Protein O-MannosylTransferase	2289	YJR143C	S000003904	ORF
RAD57	OTHER	1	RAD57	S. cerevisiae	RADiation sensitive	1383	YDR004W	S000002411	ORF
FMP10	OTHER	1	FMP10	S. cerevisiae	Found in Mitochondrial Proteome	735	YER182W	S000000984	ORF
TUB2	OTHER	1	TUB2	S. cerevisiae	TUBulin	1374	YFL037W	S000001857	ORF
RNH202	OTHER	1	RNH202	S. cerevisiae	RNase H	1053	YDR279W	S000002687	ORF
KTR3	OTHER	1	KTR3	S. cerevisiae	Kre Two Related	1215	YBR205W	S000000409	ORF
THI21	OTHER	1	THI21	S. cerevisiae	THIamine metabolism	1656	YPL258C	S000006179	ORF
INP2	OTHER	1	INP2	S. cerevisiae	INheritance of Peroxisomes	2118	YMR163C	S000004773	ORF
NOB1	OTHER	1	NOB1	S. cerevisiae	Nin1 (One) Binding protein	1380	YOR056C	S000005582	ORF
HTA1	OTHER	1	HTA1	S. cerevisiae	Histone h Two A	399	YDR225W	S000002633	ORF
GPI10	OTHER	1	GPI10	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1851	YGL142C	S000003110	ORF
NGL2	OTHER	1	NGL2	S. cerevisiae		1548	YMR285C	S000004898	ORF
RRN9	OTHER	1	RRN9	S. cerevisiae	Regulation of RNA polymerase I	1098	YMR270C	S000004883	ORF
RRT2	OTHER	1	RRT2	S. cerevisiae	Regulator of rDNA Transcription	1164	YBR246W	S000000450	ORF
ITT1	OTHER	1	ITT1	S. cerevisiae	Inhibitor of Translation Termination	1395	YML068W	S000004533	ORF
RMD8	OTHER	1	RMD8	S. cerevisiae	Required for Meiotic nuclear Division	1989	YFR048W	S000001944	ORF
AAD10	OTHER	1	AAD10	S. cerevisiae	Aryl-Alcohol Dehydrogenase	867	YJR155W	S000003916	ORF
GAS2	OTHER	1	GAS2	S. cerevisiae	Glycophospholipid-Anchored Surface protein	1668	YLR343W	S000004335	ORF
NHP10	OTHER	1	NHP10	S. cerevisiae	Non-Histone Protein	612	YDL002C	S000002160	ORF
GNA1	OTHER	1	GNA1	S. cerevisiae	GlucosamiNe-6-phosphate Acetyltransferase	480	YFL017C	S000001877	ORF
PAP2	OTHER	1	PAP2	S. cerevisiae	Poly(A) Polymerase	1755	YOL115W	S000005475	ORF
ASF2	OTHER	1	ASF2	S. cerevisiae	Anti-Silencing Function	1578	YDL197C	S000002356	ORF
GPA1	OTHER	1	GPA1	S. cerevisiae	G Protein Alpha subunit	1419	YHR005C	S000001047	ORF
BUD5	OTHER	1	BUD5	S. cerevisiae	BUD site selection	1929	YCR038C	S000000634	ORF
NBP2	OTHER	1	NBP2	S. cerevisiae	Nap1 Binding Protein	711	YDR162C	S000002569	ORF
ALG2	OTHER	1	ALG2	S. cerevisiae	Asparagine-Linked Glycosylation	1512	YGL065C	S000003033	ORF
GGA1	OTHER	1	GGA1	S. cerevisiae	Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein	1674	YDR358W	S000002766	ORF
TDA1	OTHER	1	TDA1	S. cerevisiae	Topoisomerase I Damage Affected	1761	YMR291W	S000004905	ORF
RHO3	OTHER	1	RHO3	S. cerevisiae	Ras HOmolog	696	YIL118W	S000001380	ORF
CKB2	OTHER	1	CKB2	S. cerevisiae	Casein Kinase Beta' subunit	777	YOR039W	S000005565	ORF
FRK1	OTHER	1	FRK1	S. cerevisiae	Fatty acyl-CoA synthetase and RNA processing-associated Kinase	2598	YPL141C	S000006062	ORF
HCH1	OTHER	1	HCH1	S. cerevisiae	High-Copy Hsp90 suppressor	462	YNL281W	S000005225	ORF
NUR1	OTHER	1	NUR1	S. cerevisiae	NUclear Rim1	1455	YDL089W	S000002247	ORF
PXL1	OTHER	1	PXL1	S. cerevisiae	PaXillin-Like protein	2121	YKR090W	S000001798	ORF
MDR1	OTHER	1	MDR1	S. cerevisiae	Mac1-Dependent Regulator	2853	YGR100W	S000003332	ORF
NDD1	OTHER	1	NDD1	S. cerevisiae	Nuclear Division Defective	1665	YOR372C	S000005899	ORF
SCY1	OTHER	1	SCY1	S. cerevisiae		2415	YGL083W	S000003051	ORF
HSP82	OTHER	1	HSP82	S. cerevisiae	Heat Shock Protein	2130	YPL240C	S000006161	ORF
CDC34	OTHER	1	CDC34	S. cerevisiae	Cell Division Cycle	888	YDR054C	S000002461	ORF
AUR1	OTHER	1	AUR1	S. cerevisiae	AUreobasidin A Resistance	1206	YKL004W	S000001487	ORF
SIF2	OTHER	1	SIF2	S. cerevisiae	Sir4p-Interacting Factor	1608	YBR103W	S000000307	ORF
YKU80	OTHER	1	YKU80	S. cerevisiae	Yeast KU protein	1890	YMR106C	S000004712	ORF
YLR118C	OTHER	1	TML25	S. cerevisiae	acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa	684	YLR118C	S000004108	ORF
AKR1	OTHER	1	AKR1	S. cerevisiae	AnKyrin Repeat containing	2295	YDR264C	S000002672	ORF
DUG3	OTHER	1	DUG3	S. cerevisiae	Deficient in Utilization of Glutathione	1074	YNL191W	S000005135	ORF
AHC1	OTHER	1	AHC1	S. cerevisiae	Ada Histone acetyltransferase complex Component	1701	YOR023C	S000005549	ORF
TRM11	OTHER	1	TRM11	S. cerevisiae	TRna Methyltransferase	1302	YOL124C	S000005484	ORF
COT1	OTHER	1	COT1	S. cerevisiae	CObalt Toxicity	1320	YOR316C	S000005843	ORF
RAD27	OTHER	1	RAD27	S. cerevisiae	RADiation sensitive	1149	YKL113C	S000001596	ORF
EXG1	OTHER	1	EXG1	S. cerevisiae	EXo-1,3-beta-Glucanase	1347	YLR300W	S000004291	ORF
HST3	OTHER	1	HST3	S. cerevisiae	Homolog of SIR Two (SIR2)	1344	YOR025W	S000005551	ORF
YDR248C	OTHER	1		S. cerevisiae		582	YDR248C	S000002656	ORF
GAS3	OTHER	1	GAS3	S. cerevisiae	Glycophospholipid-Anchored Surface protein	1575	YMR215W	S000004828	ORF
VID27	OTHER	1	VID27	S. cerevisiae	Vacuolar Import and Degradation	2349	YNL212W	S000005156	ORF
SET2	OTHER	1	SET2	S. cerevisiae	SET domain-containing	2202	YJL168C	S000003704	ORF
AIF1	OTHER	1	AIF1	S. cerevisiae	Apoptosis-Inducing Factor	1137	YNR074C	S000005357	ORF
ALK1	OTHER	1	ALK1	S. cerevisiae		2283	YGL021W	S000002989	ORF
ERV1	OTHER	1	ERV1	S. cerevisiae	Essential for Respiration and Viability	653	YGR029W	S000003261	ORF
YKL066W	OTHER	1		S. cerevisiae		444	YKL066W	S000001549	ORF
KTR4	OTHER	1	KTR4	S. cerevisiae	Kre Two Related	1395	YBR199W	S000000403	ORF
PMT6	OTHER	1	PMT6	S. cerevisiae	Protein O-MannosylTransferase	2280	YGR199W	S000003431	ORF
MCM22	OTHER	1	MCM22	S. cerevisiae	MiniChromosome Maintenance	720	YJR135C	S000003896	ORF
YIR014W	OTHER	1	VLD1	S. cerevisiae	Vacuole Localized Dsc protein	729	YIR014W	S000001453	ORF
PLB2	OTHER	1	PLB2	S. cerevisiae	PhosphoLipase B	2121	YMR006C	S000004608	ORF
SRS2	OTHER	1	SRS2	S. cerevisiae	Suppressor of Rad Six	3525	YJL092W	S000003628	ORF
PCL7	OTHER	1	PCL7	S. cerevisiae	Pho85 CycLin	858	YIL050W	S000001312	ORF
MET1	OTHER	1	MET1	S. cerevisiae	METhionine requiring	1782	YKR069W	S000001777	ORF
RTG2	OTHER	1	RTG2	S. cerevisiae	ReTroGrade regulation	1767	YGL252C	S000003221	ORF
NNF2	OTHER	1	NNF2	S. cerevisiae		2811	YGR089W	S000003321	ORF
RTT106	OTHER	1	RTT106	S. cerevisiae	Regulator of Ty1 Transposition	1368	YNL206C	S000005150	ORF
RTC1	OTHER	1	RTC1	S. cerevisiae	Restriction of Telomere Capping	4026	YOL138C	S000005498	ORF
ACO1	OTHER	1	ACO1	S. cerevisiae	ACOnitase	2337	YLR304C	S000004295	ORF
GLN1	OTHER	1	GLN1	S. cerevisiae	GLutamiNe metabolism	1113	YPR035W	S000006239	ORF
YDL172C	OTHER	1		S. cerevisiae		480	YDL172C	S000002331	ORF
MNT2	OTHER	1	MNT2	S. cerevisiae	MaNnosylTransferase	1677	YGL257C	S000003226	ORF
IRC24	OTHER	1	IRC24	S. cerevisiae	Increased Recombination Centers	792	YIR036C	S000001475	ORF
RIF1	OTHER	1	RIF1	S. cerevisiae	RAP1-Interacting Factor	5751	YBR275C	S000000479	ORF
YIF1	OTHER	1	YIF1	S. cerevisiae	YIP1-Interacting Factor	945	YNL263C	S000005207	ORF
TOF1	OTHER	1	TOF1	S. cerevisiae	TOpoisomerase I-interacting Factor	3717	YNL273W	S000005217	ORF
MSB4	OTHER	1	MSB4	S. cerevisiae	Multicopy Suppression of a Budding defect	1479	YOL112W	S000005472	ORF
REB1	OTHER	1	REB1	S. cerevisiae	RNA polymerase I Enhancer Binding protein	2433	YBR049C	S000000253	ORF
YMR245W	OTHER	1		S. cerevisiae		621	YMR245W	S000004859	ORF
ERP5	OTHER	1	ERP5	S. cerevisiae	Emp24p/Erv25p Related Protein	639	YHR110W	S000001152	ORF
PIG1	OTHER	1	PIG1	S. cerevisiae	Protein Interacting with Gsy2p	1947	YLR273C	S000004263	ORF
HAA1	OTHER	1	HAA1	S. cerevisiae	Homolog of Ace1 Activator	2085	YPR008W	S000006212	ORF
SGT2	OTHER	1	SGT2	S. cerevisiae	Small Glutamine-rich Tetratricopeptide repeat-containing protein	1041	YOR007C	S000005533	ORF
COX11	OTHER	1	COX11	S. cerevisiae	Cytochrome c OXidase	903	YPL132W	S000006053	ORF
ROM1	OTHER	1	ROM1	S. cerevisiae	RhO1 Multicopy suppressor	3468	YGR070W	S000003302	ORF
ACS2	OTHER	1	ACS2	S. cerevisiae	Acetyl CoA Synthetase	2052	YLR153C	S000004143	ORF
YGL176C	OTHER	1		S. cerevisiae		1665	YGL176C	S000003144	ORF
PHO8	OTHER	1	PHO8	S. cerevisiae	PHOsphate metabolism	1701	YDR481C	S000002889	ORF
PTM1	OTHER	1	PTM1	S. cerevisiae		1572	YKL039W	S000001522	ORF
YJR054W	OTHER	1	KCH1	S. cerevisiae	Potassium (K) regulator of CcH1	1494	YJR054W	S000003815	ORF
MTQ1	OTHER	1	MTQ1	S. cerevisiae	Methyltransferase	945	YNL063W	S000005007	ORF
YIH1	OTHER	1	YIH1	S. cerevisiae	Yeast Impact Homolog	777	YCR059C	S000000655	ORF
YPR1	OTHER	1	YPR1	S. cerevisiae	Yeast Putative Reductase	939	YDR368W	S000002776	ORF
BUB2	OTHER	1	BUB2	S. cerevisiae	Budding Uninhibited by Benzimidazole	921	YMR055C	S000004659	ORF
SLD5	OTHER	1	SLD5	S. cerevisiae	Synthetic Lethality with Dpb11-1	885	YDR489W	S000002897	ORF
AIM20	OTHER	1	AIM20	S. cerevisiae	Altered Inheritance rate of Mitochondria	615	YIL158W	S000001420	ORF
ATG2	OTHER	1	ATG2	S. cerevisiae	AuTophaGy related	4779	YNL242W	S000005186	ORF
ZRG8	OTHER	1	ZRG8	S. cerevisiae	Zinc Regulated Gene	3231	YER033C	S000000835	ORF
SMY1	OTHER	1	SMY1	S. cerevisiae	Suppressor of MYo2-66	1971	YKL079W	S000001562	ORF
PHO3	OTHER	1	PHO3	S. cerevisiae	PHOsphate metabolism	1404	YBR092C	S000000296	ORF
FSH1	OTHER	1	FSH1	S. cerevisiae	Family of Serine Hydrolases	732	YHR049W	S000001091	ORF
POL31	OTHER	1	POL31	S. cerevisiae	POLymerase	1464	YJR006W	S000003766	ORF
DTD1	OTHER	1	DTD1	S. cerevisiae	D-Tyr-tRNA(Tyr) Deacylase	524	YDL219W	S000002378	ORF
MSB2	OTHER	1	MSB2	S. cerevisiae	Multicopy Suppression of a Budding defect	3921	YGR014W	S000003246	ORF
BNA6	OTHER	1	BNA6	S. cerevisiae	Biosynthesis of Nicotinic Acid	888	YFR047C	S000001943	ORF
MMT2	OTHER	1	MMT2	S. cerevisiae	Mitochondrial Metal Transporter	1455	YPL224C	S000006145	ORF
SRC1	OTHER	1	SRC1	S. cerevisiae	Spliced mRNA and Cell cycle regulated gene	2631	YML034W	S000004497	ORF
YKU70	OTHER	1	YKU70	S. cerevisiae	Yeast KU protein	1809	YMR284W	S000004897	ORF
RFC4	OTHER	1	RFC4	S. cerevisiae	Replication Factor C	972	YOL094C	S000005454	ORF
ARO10	OTHER	1	ARO10	S. cerevisiae	AROmatic amino acid requiring	1908	YDR380W	S000002788	ORF
YMR253C	OTHER	1		S. cerevisiae		1245	YMR253C	S000004866	ORF
YNL190W	OTHER	1		S. cerevisiae		615	YNL190W	S000005134	ORF
MAS2	OTHER	1	MAS2	S. cerevisiae	Mitochondrial ASsembly	1449	YHR024C	S000001066	ORF
YIR035C	OTHER	1	NRE1	S. cerevisiae	Novel REductase	765	YIR035C	S000001474	ORF
MRS4	OTHER	1	MRS4	S. cerevisiae	Mitochondrial RNA Splicing	915	YKR052C	S000001760	ORF
MPS2	OTHER	1	MPS2	S. cerevisiae	MonoPolar Spindle	1164	YGL075C	S000003043	ORF
TEC1	OTHER	1	TEC1	S. cerevisiae	Transposon Enhancement Control	1461	YBR083W	S000000287	ORF
RGT2	OTHER	1	RGT2	S. cerevisiae	Restores Glucose Transport	2292	YDL138W	S000002297	ORF
TIR1	OTHER	1	TIR1	S. cerevisiae	TIp1-Related	765	YER011W	S000000813	ORF
ERS1	OTHER	1	ERS1	S. cerevisiae	ERd Suppressor	783	YCR075C	S000000671	ORF
HEH2	OTHER	1	HEH2	S. cerevisiae	Helix-Extension-Helix domain	1992	YDR458C	S000002866	ORF
RAP1	OTHER	1	RAP1	S. cerevisiae	Repressor/Activator site binding Protein	2484	YNL216W	S000005160	ORF
ERP3	OTHER	1	ERP3	S. cerevisiae	Emp24p/Erv25p Related Protein	678	YDL018C	S000002176	ORF
TAH1	OTHER	1	TAH1	S. cerevisiae	Tpr-containing protein Associated with Hsp90	336	YCR060W	S000000656	ORF
OLE1	OTHER	1	OLE1	S. cerevisiae	OLEic acid requiring	1533	YGL055W	S000003023	ORF
ALK2	OTHER	1	ALK2	S. cerevisiae		2031	YBL009W	S000000105	ORF
YCR023C	OTHER	1		S. cerevisiae		1836	YCR023C	S000000617	ORF
ODC2	OTHER	1	ODC2	S. cerevisiae	OxoDicarboxylate Carrier	924	YOR222W	S000005748	ORF
SDH2	OTHER	1	SDH2	S. cerevisiae	Succinate DeHydrogenase	801	YLL041C	S000003964	ORF
YFL042C	OTHER	1	LAM5	S. cerevisiae	Lipid transfer protein Anchored at Membrane contact site	2025	YFL042C	S000001852	ORF
YPL014W	OTHER	1	CIP1	S. cerevisiae	Cdk1 Interacting Protein	1146	YPL014W	S000005935	ORF
PRP4	OTHER	1	PRP4	S. cerevisiae	Pre-mRNA Processing	1398	YPR178W	S000006382	ORF
MEF1	OTHER	1	MEF1	S. cerevisiae	Mitochondrial Elongation Factor	2286	YLR069C	S000004059	ORF
PIL1	OTHER	1	PIL1	S. cerevisiae	Phosphorylation Inhibited by Long chain bases	1020	YGR086C	S000003318	ORF
YPL066W	OTHER	1	RGL1	S. cerevisiae	Rho1 GEF Localizing	1440	YPL066W	S000005987	ORF
IES2	OTHER	1	IES2	S. cerevisiae	Ino Eighty Subunit	963	YNL215W	S000005159	ORF
HXT3	OTHER	1	HXT3	S. cerevisiae	HeXose Transporter	1704	YDR345C	S000002753	ORF
PIR1	OTHER	1	PIR1	S. cerevisiae	Protein containing Internal Repeats	1026	YKL164C	S000001647	ORF
NUF2	OTHER	1	NUF2	S. cerevisiae	NUclear Filament-containing protein	1356	YOL069W	S000005430	ORF
PSY3	OTHER	1	PSY3	S. cerevisiae	Platinum SensitivitY	729	YLR376C	S000004368	ORF
YDR222W	OTHER	1		S. cerevisiae		1248	YDR222W	S000002630	ORF
SVS1	OTHER	1	SVS1	S. cerevisiae	Suppressor of Vanadate Sensitivity	783	YPL163C	S000006084	ORF
SHO1	OTHER	1	SHO1	S. cerevisiae	Synthetic, High Osmolarity-sensitive	1104	YER118C	S000000920	ORF
STT4	OTHER	1	STT4	S. cerevisiae	STaurosporine and Temperature sensitive	5703	YLR305C	S000004296	ORF
oct-01	OTHER	1	oct-01	S. cerevisiae	OCTapeptidyl aminopeptidase	2319	YKL134C	S000001617	ORF
DLD3	OTHER	1	DLD3	S. cerevisiae	D-Lactate Dehydrogenase	1491	YEL071W	S000000797	ORF
SWI4	OTHER	1	SWI4	S. cerevisiae	SWItching deficient	3282	YER111C	S000000913	ORF
FAA3	OTHER	1	FAA3	S. cerevisiae	Fatty Acid Activation	2085	YIL009W	S000001271	ORF
YMR147W	OTHER	1	LDO45	S. cerevisiae	Lipid Droplet Organization protein of 45 Kda	1614	YMR147W	S000004755	ORF
NNF1	OTHER	1	NNF1	S. cerevisiae	Necessary for Nuclear Function	606	YJR112W	S000003873	ORF
HHF1	OTHER	1	HHF1	S. cerevisiae	Histone H Four	312	YBR009C	S000000213	ORF
KEL2	OTHER	1	KEL2	S. cerevisiae	KELch repeat	2649	YGR238C	S000003470	ORF
